,UTC Gregorian,altitude (km),x-coordinate,y-coordinate,z-coordinate,x velocity,y velocity,z velocity
36,2024-03-19 01:14:18.063,514.2502184314108,934.7835678444544,-1541.565746293183,-6631.798160646372,-0.2297054567436094,-7.416159448816884,1.68630055413066
37,2024-03-19 01:16:20.927,513.3376642973371,898.0398886977148,-2435.751295836676,-6364.016061927249,-0.3675009471522963,-7.117166750564624,2.666023742301515
38,2024-03-19 01:18:30.726,511.8206612074046,841.2714637675001,-3331.352866516391,-5953.566772133885,-0.5057186939115291,-6.658912446850312,3.647531107908576
39,2024-03-19 01:20:38.654,509.9120829216945,768.3878506461467,-4147.096331175107,-5428.872115594373,-0.6318442681231712,-6.07298073749961,4.541831665838064
40,2024-03-19 01:22:40.699,507.8684417649974,684.5170383412257,-4848.296875786419,-4826.721315872061,-0.7404987582708806,-5.400315356981896,5.310866514372997
41,2024-03-19 01:24:44.795,505.7408962734744,586.4701483517974,-5470.720526676725,-4124.189307412778,-0.8372099518075156,-4.615189636863732,5.993783005458448
42,2024-03-19 01:26:54.155,503.6593589948297,472.5366769886282,-6009.73232398745,-3309.170423391224,-0.9212749885337566,-3.703956104295074,6.585411274338
43,2024-03-19 01:29:03.820,501.8970932757184,348.6289131455239,-6426.543056296875,-2424.084317274022,-0.9866526236998356,-2.713979834521499,7.043048192274266
44,2024-03-19 01:31:07.349,500.6652839930939,223.8708656135328,-6700.725138924508,-1534.073841425284,-1.030090487688483,-1.718175131718305,7.344116534860096
45,2024-03-19 01:33:10.532,499.9738480339347,95.29467298155868,-6849.459544358777,-617.929462116791,-1.054249972936684,-0.6929163307205868,7.507375981727291
46,2024-03-19 01:35:18.277,499.8836354949763,-39.8852962885959,-6869.238034525997,344.0903027498496,-1.05861201514065,0.3837815870258122,7.528914901362731
47,2024-03-19 01:37:33.278,500.4899708214689,-181.8234240076912,-6740.978407508357,1352.859832485508,-1.040238272535625,1.512771086796885,7.38776254231795
48,2024-03-19 01:39:38.597,501.6477848647055,-310.0190021368664,-6487.198089520239,2262.660841900934,-1.002401603452626,2.530849685574607,7.108741770462379
49,2024-03-19 01:41:39.483,503.2150639536221,-428.0622612067721,-6124.143001239901,3099.147029170229,-0.947648556229014,3.466662826603488,6.709779843857175
50,2024-03-19 01:43:42.781,505.1411126378416,-540.5637292892128,-5641.082282087526,3894.97973810695,-0.8743876333839374,4.356713061879574,6.179202811680388
51,2024-03-19 01:45:53.924,507.3785881234908,-649.1497450441626,-5012.437078158386,4661.427621042075,-0.7787193007060499,5.213585977797949,5.489091769430126
52,2024-03-19 01:48:05.886,509.6224627486472,-744.6437973213444,-4273.562841735282,5333.485544448644,-0.6660108332275196,5.964669220009874,4.678424626168505
53,2024-03-19 01:50:11.239,511.5546084533216,-820.7206847332916,-3487.267596617711,5866.747615916347,-0.5458594645553894,6.560492090752978,3.81616283499171
54,2024-03-19 01:52:16.050,513.1156930629913,-880.8333407634321,-2637.892497579182,6285.606010558631,-0.415880974035448,7.028474325467618,2.885113423627788
55,2024-03-19 01:54:23.000,514.1878470851161,-924.7986713287976,-1722.617866769945,6588.704254951767,-0.2756261928218237,7.367247388186113,1.88213671157441
56,2024-03-19 01:56:33.132,514.6344363472963,-950.9942966562052,-749.4171017610676,6764.55570615273,-0.1262825726359827,7.564100102676503,0.8158663220324391
57,2024-03-19 01:58:36.089,514.390866446457,-957.7061040251904,184.6904329912072,6802.01307997989,0.0172805730308545,7.606578024621979,-0.2075526106846775
58,2024-03-19 02:00:35.835,513.524882218082,-947.26599579221,1091.271615466821,6717.562478491815,0.1568439594687711,7.513066590705026,-1.200930274962872
59,2024-03-19 02:02:38.745,512.0314017766113,-919.3155270450952,2001.799066753798,6508.30964104231,0.2972818518825425,7.280304592420821,-2.198879474290654
60,2024-03-19 02:04:53.147,509.7997209827909,-869.3702205277816,2954.618393600905,6141.898914408305,0.4445868002881646,6.872092679215472,-3.243603965130895
61,2024-03-19 02:07:04.018,507.1795328383896,-802.2930411845136,3819.91360086179,5654.446487941216,0.578736396956821,6.328439475353987,-4.192883470057231
62,2024-03-19 02:09:04.647,504.5388584004568,-725.5467091153595,4547.04518341831,5099.698764870406,0.6918179784343262,5.709164178119358,-4.991065069095929
63,2024-03-19 02:11:03.553,501.8917327910749,-637.2427571113427,5184.581682527517,4463.683144801593,0.7913194582902751,4.998587456579094,-5.691300189487326
64,2024-03-19 02:13:09.565,499.2252531914382,-531.6523752130428,5761.983316453266,3705.303542696106,0.8818520923480685,4.15065721227078,-6.325831856249424
65,2024-03-19 02:15:23.335,496.7610966851053,-408.2878590217988,6251.978285903056,2821.44644448394,0.9592099646598152,3.161739389313583,-6.864566088192351
66,2024-03-19 02:17:31.257,494.9404185037301,-281.8960143148624,6592.309920039893,1917.859750449188,1.013558501045347,2.150162916894423,-7.238861881136513
67,2024-03-19 02:19:34.973,493.8098432331444,-154.2467658329682,6795.541753507684,1007.037821651508,1.046787278895665,1.13007069559891,-7.462354267867324
68,2024-03-19 02:21:40.373,493.3791731747615,-21.91325015575445,6871.17560904224,64.5310721006451,1.060397095987226,0.0742427372294601,-7.545378566945305
69,2024-03-19 02:23:49.038,493.7173025890497,114.2830013702969,6810.84609424096,-903.652216180996,1.053076851693745,-1.010409293614272,-7.478678969817574
70,2024-03-19 02:25:55.540,494.7940799011321,245.9400391808565,6616.526491231153,-1837.707954989314,1.025009999426289,-2.056687717579005,-7.264476687166761
71,2024-03-19 02:27:59.484,496.4874339544194,370.2653102894849,6300.028346908895,-2717.879733244428,0.9779910412577214,-3.04230521987856,-6.915885375705217
72,2024-03-19 02:30:05.273,498.7276874242616,489.2946451812967,5857.432581946404,-3558.5499226451,0.9114659631411216,-3.983261841679148,-6.428748865124604
73,2024-03-19 02:32:15.463,501.4269292826302,602.4653887551514,5279.805118471714,-4355.535984299204,0.824075599185459,-4.874808291676164,-5.793452707810739
74,2024-03-19 02:34:16.757,504.1092700385288,696.6919859289086,4642.726987020257,-5016.772004774989,0.7272976945171404,-5.614024399885828,-5.093279465385251
75,2024-03-19 02:36:18.292,506.7768640663944,778.5210974297107,3920.521063183901,-5588.442349945574,0.6172797030631276,-6.252691365033609,-4.300103369161423
76,2024-03-19 02:38:22.509,509.3022109589492,847.6133590987263,3109.288776170162,-6068.042399512236,0.4934244637018248,-6.78813476070618,-3.409760491673814
77,2024-03-19 02:40:29.840,511.5070605053606,901.8402608009926,2217.01483023521,-6440.512536201011,0.3569323044278234,-7.20369443606314,-2.431094334585822
78,2024-03-19 02:42:44.996,513.2607281506325,939.8492531073512,1222.303509497982,-6695.86870010411,0.2044845018563379,-7.488395400006445,-1.340665749137225
79,2024-03-19 02:44:53.968,514.2603928488243,956.5961518401144,247.3736958918751,-6800.057823117482,0.0547819468089305,-7.604426339682389,-0.2723351780294698
80,2024-03-19 02:46:57.870,514.5498423412728,954.4054094240483,-694.2048019805945,-6769.844936260438,-0.0900861947668012,-7.570574227442248,0.7592384568784585
81,2024-03-19 02:49:00.957,514.18813345339,934.5320506793728,-1616.757299076728,-6613.951361064441,-0.232333466574764,-7.396567531503957,1.769921145709568
82,2024-03-19 02:51:07.653,513.1924340629466,896.0426027785786,-2534.986858056523,-6325.507732545483,-0.3742651010333312,-7.07468537220319,2.775964079052767
83,2024-03-19 02:53:15.104,511.6547916015761,839.6195563236462,-3408.558027257497,-5910.017577035941,-0.5096879309427731,-6.610958580687893,3.733290861381714
84,2024-03-19 02:55:19.854,509.76758018481,768.2611131533673,-4198.279906750765,-5389.467944445971,-0.6325320398662843,-6.02978534039189,4.59900121968846
85,2024-03-19 02:57:24.860,507.6621117492659,682.1099292153324,-4909.570301352868,-4764.817704063234,-0.7436335411661049,-5.332093628248008,5.379016493510077
86,2024-03-19 02:59:32.900,505.4701204751655,580.3790929749306,-5540.824574099685,-4030.524041420999,-0.8427597471375741,-4.511549947090308,6.071520478218498
87,2024-03-19 03:01:40.703,503.4375452765462,467.2345648910164,-6060.149685275678,-3216.794531334127,-0.9249117430129072,-3.601806956363021,6.641417673478921
88,2024-03-19 03:03:45.224,501.7759462308304,347.994965301897,-6449.735698452198,-2361.817984804565,-0.9872277732003292,-2.645545421481148,7.069017772888918
89,2024-03-19 03:05:50.145,500.5649306760779,221.7383099071045,-6717.554642465318,-1458.949266903227,-1.0309384216791,-1.635377895063128,7.362937964558383
90,2024-03-19 03:07:59.451,499.8992793920097,86.61661858014259,-6859.530222429496,-495.1608831362938,-1.055441388610862,-0.5567952439594301,7.518597775054834
91,2024-03-19 03:10:11.156,499.8956034415651,-52.81935593794897,-6859.748241530616,496.8374816091453,-1.058189409954353,0.5534919308381351,7.518463501800798
92,2024-03-19 03:12:15.601,500.5173837814618,-183.5888139414573,-6726.032539792979,1424.777535956215,-1.040132667814948,1.592075059400458,7.371162362345457
93,2024-03-19 03:14:17.220,501.6619798343309,-308.0452447816846,-6472.076760393811,2305.598916805426,-1.003430871427654,2.57779818814041,7.091785558612656
94,2024-03-19 03:16:22.891,503.305129780103,-430.7644656765822,-6086.61329095238,3171.602554892575,-0.9464487285346508,3.546719989600307,6.6680413545855
95,2024-03-19 03:18:33.722,505.3646184117351,-549.6489192531127,-5560.495126728389,4007.64164411619,-0.8677548166567627,4.481832606977218,6.090041076640447
96,2024-03-19 03:20:41.220,507.5363257028584,-654.4589059845945,-4935.712007199555,4741.596009595612,-0.7736315386710807,5.302494501275453,5.404065821419998
97,2024-03-19 03:22:43.544,509.5949865223847,-742.8220184247568,-4243.946969226373,5357.151687871771,-0.6689163232846377,5.9905771835223,4.644979770337576
98,2024-03-19 03:24:46.287,511.4651373057814,-817.8427259898801,-3471.859437040904,5876.116804993101,-0.5516186976472054,6.570594251415865,3.798190213915121
99,2024-03-19 03:26:54.526,513.0406883449259,-880.1393704125928,-2597.229317039621,6302.426935141912,-0.4183305031318349,7.047092937829397,2.839364212185115
100,2024-03-19 03:29:05.495,514.0973443486973,-925.5297096136836,-1650.326427023594,6606.872242681032,-0.2736111678156952,7.387586039208473,1.801655896869903
101,2024-03-19 03:31:08.194,514.4777818169778,-950.500765324108,-731.504096239356,6766.413915964987,-0.1327975358527301,7.566389166334675,0.7949083588979198
102,2024-03-19 03:33:07.515,514.2308334862282,-958.0462038954907,175.0636732358645,6802.056845590713,0.0065121202567225,7.606994906153284,-0.1983686473070962
103,2024-03-19 03:35:09.862,513.3408469063925,-948.5033817859736,1101.323264801007,6715.570233473601,0.1492547166682785,7.511405116605692,-1.213312067736862
104,2024-03-19 03:37:24.686,511.6640457928661,-917.9353010249548,2098.080180164283,6477.906612241167,0.3033721636369783,7.247202578389808,-2.305775291390346
105,2024-03-19 03:39:36.925,509.4199629481745,-868.1595983195193,3030.627642838143,6104.726535321591,0.448118746307396,6.831576316818532,-3.328289468535122
106,2024-03-19 03:41:37.909,506.9833928757525,-806.3392200925265,3827.558133745935,5648.496118632556,0.5723327540949954,6.322851903556218,-4.202542689342473
107,2024-03-19 03:43:36.641,504.3867906830965,-731.6263456980133,4543.117023678828,5102.10999469087,0.6843793895508086,5.713015680781323,-4.987937262239995
108,2024-03-19 03:45:41.459,501.6154744211126,-639.4977897729476,5210.604156054051,4432.71851353529,0.7894956464544193,4.965239047700829,-5.720952708115083
109,2024-03-19 03:47:55.058,498.8183258493973,-527.4144447444689,5814.565246416653,3622.599605038502,0.8853600713855941,4.059506457053217,-6.384542304044772
110,2024-03-19 03:50:05.281,496.47191081246,-407.0355205526925,6280.915167650996,2756.303675668499,0.9602483252695516,3.090249294859446,-6.897137200531875
111,2024-03-19 03:52:08.309,494.7661474460583,-285.4830800501221,6601.582618826524,1884.72787692236,1.012711406028234,2.114511221008161,-7.249645700853114
112,2024-03-19 03:54:11.773,493.6758612372287,-158.1672302695039,6800.049377731878,974.7691214352252,1.046460371117613,1.095372568542031,-7.467713753644283
113,2024-03-19 03:56:19.643,493.2845422563878,-23.21578145147163,6871.368737471086,13.26494525678305,1.06076089845544,0.018232317249327,-7.545779972206901
114,2024-03-19 03:58:28.591,493.6798603770958,113.339550681915,6803.549066453212,-956.5652399168184,1.053608539694482,-1.06830222756812,-7.470620886634452
115,2024-03-19 04:00:34.242,494.8000486314841,244.1999681125049,6603.796018451302,-1882.91145560382,1.025945054544045,-2.105985019610988,-7.25023814496712
116,2024-03-19 04:02:39.357,496.5554303486178,369.8038837464624,6277.704763098759,-2768.966622703765,0.9786600388202245,-3.098238402285284,-6.890902556532761
117,2024-03-19 04:04:47.166,498.8765217164946,490.7635531208676,5820.149183889776,-3618.917093587189,0.9109971174242992,-4.049639644601543,-6.38714081940385
118,2024-03-19 04:06:55.543,501.5713493287876,602.3648738982465,5243.23652352407,-4399.456418387119,0.8247317433514073,-4.922860469862001,-5.752490765355635
119,2024-03-19 04:09:01.924,504.3849346775651,700.3648644385092,4571.829366224808,-5080.936733441878,0.7236143457595211,-5.684785769623519,-5.014483121664469
120,2024-03-19 04:11:04.444,507.0743514825363,782.3184521312484,3835.47612122053,-5646.626996673826,0.6121531151392121,-6.316849699428326,-4.205711169657838
121,2024-03-19 04:13:08.802,509.5827242081396,850.8093914799057,3016.147297444146,-6114.45746247005,0.4876411296927901,-6.839253216163208,-3.306456864133742
122,2024-03-19 04:15:17.020,511.7625585494652,904.58289766834,2111.881950606862,-6475.420935911053,0.3497481015519404,-7.242106159120046,-2.314636974970376
123,2024-03-19 04:17:24.983,513.3827032187528,940.1489666490276,1167.149485271539,-6705.724787449594,0.2052213598979821,-7.499032641643007,-1.27899475471138
124,2024-03-19 04:19:29.100,514.3281873865817,956.7053715233038,228.3325697715735,-6800.772912069001,0.0611529984816099,-7.605048274737177,-0.2502304139006365
125,2024-03-19 04:21:32.010,514.6110890582459,955.3838247364426,-705.630367202158,-6768.595895456847,-0.0826213173105637,-7.569180517227779,0.7729911238430831
126,2024-03-19 04:23:36.741,514.2365834490192,936.0464826252334,-1640.062897743919,-6608.083768856395,-0.2269526819778358,-7.39019461099689,1.796656592142439
127,2024-03-19 04:25:42.913,513.2332771341789,898.4158645079933,-2553.557975846179,-6317.789358104241,-0.3685811031164355,-7.066418107588514,2.79745556200054
128,2024-03-19 04:27:48.553,511.7106395535429,843.6042025804331,-3413.934840282885,-5906.433218120917,-0.5025466672876,-6.607468363129283,3.740239672041902
129,2024-03-19 04:29:54.097,509.8065569631763,772.5996741549383,-4207.953467044165,-5381.397765930151,-0.6268004321210985,-6.021442586351518,4.610553865906529
130,2024-03-19 04:32:01.188,507.6601101884517,685.5800183812928,-4929.198339368029,-4744.135901903442,-0.7403588662755765,-5.309807049837374,5.401364857580102
131,2024-03-19 04:34:08.711,505.4737211878119,584.6671438593198,-5555.0910809613,-4010.347933494975,-0.8396842394660039,-4.489950327538438,6.087855248854186
132,2024-03-19 04:36:14.185,503.4753610149728,474.0185979496163,-6063.169414506715,-3210.226963309074,-0.9211856897756484,-3.595522651120255,6.645267561545388
133,2024-03-19 04:38:19.173,501.8028355544884,354.7166781944135,-6453.180284781855,-2351.529028287071,-0.9847763774651674,-2.635176661256573,7.07318217297258
134,2024-03-19 04:40:26.575,500.5684979715434,226.1454500314758,-6723.680930509669,-1429.960255547949,-1.030235351154483,-1.604133060116898,7.369882817393986
135,2024-03-19 04:42:36.156,499.9084955041053,90.77876403882892,-6861.711064881821,-463.5067028849786,-1.055477266569591,-0.5225820891285773,7.521037677119812
136,2024-03-19 04:44:43.753,499.901328017002,-44.3547301670515,-6859.759206278301,497.5877794102586,-1.059127938135479,0.5531264335690755,7.518358737306368
137,2024-03-19 04:46:47.730,500.5051845220005,-174.8333930653888,-6726.831472561947,1422.062365085085,-1.042444985250548,1.587863107089726,7.371758092798403
138,2024-03-19 04:48:51.880,501.6622216780361,-302.1963670009567,-6466.839893384735,2320.921271997658,-1.006083178273463,2.593827044669557,7.085582884860038
139,2024-03-19 04:51:00.361,503.3387054568911,-427.9709555362262,-6069.381791822439,3204.6954701835,-0.9484965072926056,3.582712433080042,6.648504717132785
140,2024-03-19 04:53:07.982,505.3405062897327,-544.3538330280493,-5553.210589325026,4018.342198467576,-0.8723640381751039,4.49288941257586,6.081293667138239
141,2024-03-19 04:55:11.869,507.4377887312021,-646.9834399813313,-4946.235923523228,4731.564000631131,-0.781873223543506,5.290506833144252,5.41473594943654
142,2024-03-19 04:57:15.141,509.500857016279,-737.0620337971724,-4250.160712545537,5352.924499683249,-0.6773323341621955,5.985235617589743,4.650793335534449
143,2024-03-19 04:59:21.778,511.4150491568425,-815.3410782059502,-3453.069112854985,5887.396430889882,-0.5569349076557446,6.582760782997232,3.776470848869477
144,2024-03-19 05:01:31.755,512.9851490608708,-879.077220009309,-2564.801067047153,6315.697748243161,-0.4221105031268761,7.061682055719193,2.802601512750416
145,2024-03-19 05:03:36.877,513.9750554545826,-923.3294220523838,-1659.54764455499,6604.755206919284,-0.2841109593828196,7.385156181139275,1.810458345253662
146,2024-03-19 05:05:37.461,514.3492182805385,-949.2979740071252,-756.9333561393374,6763.671052130017,-0.1459657494817351,7.563424324701856,0.8214153867199876
147,2024-03-19 05:07:38.995,514.0997659680097,-958.4314705407644,166.3347105952324,6802.088228599758,-0.0041081222220881,7.607322929306527,-0.1901831582438154
148,2024-03-19 05:09:50.003,513.1213771683942,-948.933787009126,1157.735780751828,6705.848717271127,0.1488575045888765,7.501118128384304,-1.276514195127845
149,2024-03-19 05:12:04.495,511.4056455202444,-918.51375368968,2150.083272127063,6460.582108410177,0.3026931107200049,7.228623218930873,-2.364154473802611
150,2024-03-19 05:14:09.091,509.2738610390188,-872.2102155070078,3027.503993743908,6105.528800345394,0.4394079210361195,6.833334345393751,-3.326206376880082
151,2024-03-19 05:16:08.420,506.8704831361583,-812.3362488132531,3814.202131451328,5656.478081384302,0.5626570756456019,6.33275563744165,-4.189175497347083
152,2024-03-19 05:18:10.573,504.1985525515229,-736.4008388409404,4550.593016999782,5094.547965638612,0.6787537917591543,5.705693967475342,-4.997350465286003
153,2024-03-19 05:20:18.533,501.3600874952617,-642.4558779834122,5232.643218279134,4406.018272076743,0.7871429009880893,4.936633830819778,-5.746259674688922
154,2024-03-19 05:22:31.286,498.5925343993804,-531.400151959642,5829.139134935104,3598.236315342836,0.8829722141099238,4.033579368631508,-6.401528511401658
155,2024-03-19 05:24:35.029,496.3679647132612,-417.4909483095994,6271.95881368784,2774.698584807468,0.9552198943951952,3.112210695705977,-6.888121970170248
156,2024-03-19 05:26:34.050,494.7012787959247,-300.4991367232195,6586.770253660834,1933.056241178462,1.007827901206801,2.170027324556716,-7.234038086667203
157,2024-03-19 05:28:38.580,493.5744800321081,-172.53225614163,6793.428556161316,1016.617081735258,1.044112785501252,1.143660650745609,-7.460935680483272
158,2024-03-19 05:30:45.806,493.1584753435873,-38.41872253309222,6870.920136371678,60.41045073035326,1.060652369673215,0.0724613960875645,-7.545606102956089
159,2024-03-19 05:32:56.536,493.5384390560248,100.158803703184,6808.249288821587,-923.2012358441684,1.05568671294907,-1.029540836058997,-7.475911364977639
160,2024-03-19 05:35:01.392,494.6388671815166,230.5882832885345,6614.943191167227,-1844.759776236285,1.030262625460669,-2.061927098150445,-7.262437898723181
161,2024-03-19 05:37:04.060,496.3446202040241,354.4505520176144,6301.688189608502,-2715.790873435777,0.9860946745121988,-3.037460284358454,-6.917039897238689
162,2024-03-19 05:39:08.872,498.5930884317831,473.7490384620759,5863.563035569906,-3550.338612728125,0.9225061678446198,-3.971758845449253,-6.434445677813131
163,2024-03-19 05:41:17.092,501.274730820076,586.8619863482709,5296.934990702418,-4336.703460740611,0.8389025162142976,-4.851655732563269,-5.810875907665503
164,2024-03-19 05:43:16.947,503.9484296670471,681.9509175520731,4670.538139908336,-4992.853542488271,0.7455076330641043,-5.58542623094246,-5.122125357827166
165,2024-03-19 05:45:20.455,506.6882079944899,767.3754723586688,3939.247955719797,-5576.765876919514,0.6356603387709355,-6.238036253015187,-4.318698423875972
166,2024-03-19 05:47:27.470,509.2997800480416,840.2811666204151,3110.681826386237,-6068.343479697898,0.5104534990437843,-6.787146603946806,-3.409118341786356
167,2024-03-19 05:49:35.110,511.535000716779,896.8584684523388,2216.29436153143,-6441.479976999125,0.374606809169755,-7.203772786886723,-2.427980026573538
168,2024-03-19 05:51:46.125,513.2676996401497,936.3719751381996,1252.568007314954,-6690.799657915184,0.2275406524847076,-7.482100631792514,-1.371403319770544
169,2024-03-19 05:53:54.242,514.3034342877918,956.051458596379,284.6461734442304,-6798.728295076765,0.0791671332843195,-7.60266052646439,-0.3106883182687352
170,2024-03-19 05:55:59.932,514.6332563536316,956.759305425328,-670.6082129291833,-6771.962923172702,-0.0679182857843813,-7.573000350930348,0.7358693123744395
171,2024-03-19 05:58:03.870,514.2933346767368,939.4060219014632,-1599.974497567799,-6617.429501460838,-0.2116772787180879,-7.400849422569692,1.753955356445603
172,2024-03-19 06:00:09.199,513.3291354799148,903.9627571203856,-2509.222712702002,-6334.738619819971,-0.3530279179393737,-7.085722886978248,2.750033396225847
173,2024-03-19 06:02:15.896,511.8201335900121,850.5291917528448,-3379.4620418679,-5925.24552536683,-0.4890828179948959,-6.629023666225466,3.703521948276856
174,2024-03-19 06:04:22.687,509.9135371683606,780.3762566934466,-4184.050775705245,-5398.912545279523,-0.6157087881102753,-6.041717944577539,4.585296212859562
175,2024-03-19 06:06:29.069,507.7881812014057,695.2033752432404,-4904.317073594211,-4768.49348639074,-0.7299714920911958,-5.33788326508507,5.374891969856024
176,2024-03-19 06:08:35.132,505.6284409158152,596.7281399720486,-5527.418853482576,-4046.680914889608,-0.8298222599922216,-4.531555826803043,6.058165183363138
177,2024-03-19 06:10:41.014,503.6160097753109,486.8243279177656,-6042.458427090488,-3247.217213155976,-0.9134976873885128,-3.637995757982422,6.623051999232736
178,2024-03-19 06:12:47.372,501.9120004985989,367.0183361593276,-6441.623362341261,-2381.272555411867,-0.9797193306029656,-2.669651416805298,7.060846596375137
179,2024-03-19 06:14:54.995,500.6588579224399,238.7402092911661,-6716.982520158971,-1459.340919070561,-1.02719353509544,-1.638275472396669,7.362712562355394
