,UTC Gregorian,radial (km),theta (rad),azi (rad)
63,2024-03-19 02:11:03.553,6870.984847274557,-0.12229772815278935,0.8636823513249485
64,2024-03-19 02:13:09.565,6871.126569251345,-0.09200847240790523,1.001241665224211
65,2024-03-19 02:15:23.335,6871.280193844447,-0.0652127854504791,1.147668565364596
66,2024-03-19 02:17:31.257,6871.404621119033,-0.04273530633952903,1.2879319026998237
67,2024-03-19 02:19:34.973,6871.484916862791,-0.022694332520758514,1.4237134243930658
68,2024-03-19 02:21:40.373,6871.513566900369,-0.0031891450767504823,1.5614050885998574
69,2024-03-19 02:23:49.038,6871.482551214722,0.016777985583938386,1.7026859671684693
70,2024-03-19 02:25:55.540,6871.395770865402,0.037153461947547727,1.8415349036628115
71,2024-03-19 02:27:59.484,6871.267991880407,0.05870447784164141,1.9774549656326061
72,2024-03-19 02:30:05.273,6871.113683662049,0.08334048961368451,2.115190599196164
73,2024-03-19 02:32:15.463,6870.953379569188,0.11361609190753752,2.2573890235275407
74,2024-03-19 02:34:16.757,6870.829276525347,0.14894954822475162,2.3893454487903276
75,2024-03-19 02:36:18.292,6870.754573165672,0.19602588292366424,2.5207122729538987
76,2024-03-19 02:38:22.509,6870.754228061035,0.26613994201949087,2.653373913386527
77,2024-03-19 02:40:29.840,6870.8567400613765,0.386338654404347,2.7857886822510842
78,2024-03-19 02:42:44.996,6871.098903154533,0.6554981128763857,2.915267047454468
79,2024-03-19 02:44:53.968,6871.466826004168,1.3177420945949707,2.99730021385997
80,2024-03-19 02:46:57.870,6871.943717292938,-0.9419371485133734,2.9689990664876906
81,2024-03-19 02:49:00.957,6872.525512822127,-0.5241074171835491,2.8664103304363504
82,2024-03-19 02:51:07.653,6873.216044255134,-0.3397630623933134,2.7396753257410262
83,2024-03-19 02:53:15.104,6873.975311667653,-0.24151865792058522,2.6056097021391813
84,2024-03-19 02:55:19.854,6874.746834438453,-0.1809917046972705,2.471801723758631
85,2024-03-19 02:57:24.860,6875.510326689551,-0.1380510179200176,2.336456314833065
86,2024-03-19 02:59:32.900,6876.241771562575,-0.10436539978218437,2.1970977344930525
87,2024-03-19 03:01:40.703,6876.88079025636,-0.07694728309190117,2.0575617060244547
88,2024-03-19 03:03:45.224,6877.381425303561,-0.053902653316508654,1.9213503670423995
89,2024-03-19 03:05:50.145,6877.7351807106725,-0.03299680321933173,1.7845467030496747
90,2024-03-19 03:07:59.451,6877.924222556266,-0.012626522903670825,1.6428514412460646
91,2024-03-19 03:10:11.156,6877.919983881448,0.007699744984320853,1.4984967661873
92,2024-03-19 03:12:15.601,6877.73288271098,0.027288485461474603,1.362127260349569
93,2024-03-19 03:14:17.220,6877.387282277814,0.04756015083284306,1.228932724096099
94,2024-03-19 03:16:22.891,6876.88026249468,0.07065463227482138,1.091451576013258
95,2024-03-19 03:18:33.722,6876.220730638349,0.0985288365853195,0.9485939627742521
96,2024-03-19 03:20:41.220,6875.485597094174,0.13182765272720964,0.8098073120179905
97,2024-03-19 03:22:43.544,6874.732331918801,0.1732756848763519,0.677324287281983
98,2024-03-19 03:24:46.287,6873.967077383108,0.23134572953164706,0.5455609833356778
99,2024-03-19 03:26:54.526,6873.196542326041,0.32673087002307905,0.4104103347730061
100,2024-03-19 03:29:05.495,6872.477238246711,0.5111094120127845,0.27892355008387776
101,2024-03-19 03:31:08.194,6871.892550808787,0.9148696258500963,0.1754349618969365
102,2024-03-19 03:33:07.515,6871.424681180234,-1.3900604395599245,0.14221215157936176
103,2024-03-19 03:35:09.862,6871.059245819966,-0.7109832391312255,0.21314512975835453
104,2024-03-19 03:37:24.686,6870.794694661149,-0.41242053178277843,0.33981103758724723
105,2024-03-19 03:39:36.925,6870.668895293132,-0.2789907878708932,0.47668690073819386
106,2024-03-19 03:41:37.909,6870.654452617388,-0.20763069366848091,0.6056730954897152
107,2024-03-19 03:43:36.641,6870.71435867365,-0.15966973439317267,0.7338700729414329
108,2024-03-19 03:45:41.459,6870.833029149431,-0.12211936133277726,0.8695766277382881
109,2024-03-19 03:47:55.058,6870.994316675468,-0.09045819962723008,1.0154580552262604
110,2024-03-19 03:50:05.281,6871.155886073582,-0.0647146365700732,1.1580339972645932
111,2024-03-19 03:52:08.309,6871.287567278467,-0.04321771541598574,1.2929446541319323
112,2024-03-19 03:54:11.773,6871.38001077123,-0.02325552465187461,1.4284568736188563
113,2024-03-19 03:56:19.643,6871.420759753842,-0.0033786126173925178,1.5688658739876047
114,2024-03-19 03:58:28.591,6871.400353028651,0.01665734555792608,1.710459575537371
115,2024-03-19 04:00:34.242,6871.325274456414,0.03696188528305039,1.8483715541758636
116,2024-03-19 04:02:39.357,6871.208639148887,0.05883950181642403,1.98556804304184
117,2024-03-19 04:04:47.166,6871.065879327763,0.08412247638649649,2.1254975325700283
118,2024-03-19 04:06:55.543,6870.9234794320655,0.11438270670448884,2.2656858699404414
119,2024-03-19 04:09:01.924,6870.811654124606,0.1520096341084567,2.4031174538414395
120,2024-03-19 04:11:04.444,6870.756557800865,0.2012090327002673,2.5354204409201895
121,2024-03-19 04:13:08.802,6870.779519156885,0.2749409150915385,2.6679703333699636
122,2024-03-19 04:15:17.020,6870.909102097645,0.40468800369851843,2.8006509399061668
123,2024-03-19 04:17:24.983,6871.161686751139,0.6780908402970873,2.9217098062932503
124,2024-03-19 04:19:29.100,6871.530625111956,1.3365135429770536,2.9979615415047522
125,2024-03-19 04:21:32.010,6872.013013934211,-0.934642150916712,2.9678864298856165
126,2024-03-19 04:23:36.741,6872.60943328039,-0.5186254964151787,2.863242796947778
127,2024-03-19 04:25:42.913,6873.301373792835,-0.3383033281339066,2.736785292376271
128,2024-03-19 04:27:48.553,6874.050662050064,-0.24225316511129238,2.6045711115423282
129,2024-03-19 04:29:54.097,6874.825419781316,-0.18158222137578095,2.469898736663078
130,2024-03-19 04:32:01.188,6875.597551206834,-0.13819890926988274,2.3322800730589464
131,2024-03-19 04:34:08.711,6876.319010529675,-0.10486282249948757,2.19347285223
132,2024-03-19 04:36:14.185,6876.937845885218,-0.07802130209244991,2.056477111539622
133,2024-03-19 04:38:19.173,6877.430369008707,-0.05491247040080978,1.9197553051515355
134,2024-03-19 04:40:26.575,6877.7767739521805,-0.03362149898967831,1.7802343591273706
135,2024-03-19 04:42:36.156,6877.947221776373,-0.013228984360961794,1.638237707019768
136,2024-03-19 04:44:43.753,6877.92536368537,0.0064658409599175305,1.498387448861055
137,2024-03-19 04:46:47.730,6877.72416906727,0.025984602537334842,1.3625305059866875
138,2024-03-19 04:48:51.880,6877.355334844354,0.0466961746931759,1.2265652820703645
139,2024-03-19 04:51:00.361,6876.818125434393,0.07039658638007909,1.0860156897626814
140,2024-03-19 04:53:07.982,6876.157573013374,0.09771289209281042,0.9466709746108471
141,2024-03-19 04:55:11.869,6875.429824733159,0.13006476500254677,0.8118125894200471
142,2024-03-19 04:57:15.141,6874.658335033093,0.17171201474016703,0.678291468365635
143,2024-03-19 04:59:21.778,6873.856567198509,0.2318737384788682,0.5423637038761646
144,2024-03-19 05:01:31.755,6873.064769040755,0.3301985669093053,0.4054991550286489
145,2024-03-19 05:03:36.877,6872.366910279383,0.5077238222102232,0.2799844069820495
146,2024-03-19 05:05:37.461,6871.7800350791185,0.8976664914331085,0.17761608155097658
147,2024-03-19 05:07:38.995,6871.292628707289,-1.3989590040720583,0.14204560649567965
148,2024-03-19 05:09:50.003,6870.897647985112,-0.6866060885471621,0.21962806497931486
149,2024-03-19 05:12:04.495,6870.636562379604,-0.4037318746109571,0.3472332269087993
150,2024-03-19 05:14:09.091,6870.517667833856,-0.2804997528793208,0.47638970268412506
151,2024-03-19 05:16:08.420,6870.500153983324,-0.20984146925467004,0.6035969021623246
152,2024-03-19 05:18:10.573,6870.560528516239,-0.16043444067192109,0.7354871656081471
153,2024-03-19 05:20:18.533,6870.684217662181,-0.12216703770399195,0.8746337247312993
154,2024-03-19 05:22:31.286,6870.848110458176,-0.09091142704059099,1.0196125119529789
155,2024-03-19 05:24:35.029,6871.0056242918035,-0.0664666303738108,1.1550998989562224
156,2024-03-19 05:26:34.050,6871.138809341695,-0.04559000930662542,1.2856167085223404
157,2024-03-19 05:28:38.580,6871.240733517729,-0.025391475656966846,1.4222986847469574
158,2024-03-19 05:30:45.806,6871.293105463943,-0.00559143773951325,1.562004498523229
159,2024-03-19 05:32:56.536,6871.287411145243,0.014710327834771487,1.7055602417759679
160,2024-03-19 05:35:01.392,6871.2286390993395,0.034844585437140974,1.8426068938015039
161,2024-03-19 05:37:04.060,6871.130132744826,0.05618771600256322,1.9771326296064493
162,2024-03-19 05:39:08.872,6871.005304071143,0.08062029731431515,2.1138037124918485
163,2024-03-19 05:41:17.092,6870.875067496705,0.11034273007411753,2.2538595224226343
164,2024-03-19 05:43:16.947,6870.776525766662,0.14498666469622948,2.384272572042819
165,2024-03-19 05:45:20.455,6870.724650151115,0.19239303518746884,2.5178030050068774
166,2024-03-19 05:47:27.470,6870.750064700256,0.2638308057355824,2.653468486142979
167,2024-03-19 05:49:35.110,6870.879136141992,0.3845221117394816,2.786184328459137
168,2024-03-19 05:51:46.125,6871.136670968721,0.6419388239285219,2.9119790557574183
169,2024-03-19 05:53:54.242,6871.518337734254,1.2814224655016568,2.9959096958100613
170,2024-03-19 05:55:59.932,6872.014666500051,-0.9594556462310411,2.9707431898439642
171,2024-03-19 05:58:03.870,6872.610513746308,-0.5309085537542204,2.8682349379420704
172,2024-03-19 06:00:09.199,6873.300565931838,-0.3457822684247072,2.743093331515577
173,2024-03-19 06:02:15.896,6874.0598000257,-0.2465553690974728,2.6099426700343207
174,2024-03-19 06:04:22.687,6874.847246831537,-0.18439346776149193,2.4739991879346777
175,2024-03-19 06:06:29.069,6875.62097712259,-0.14081517096136853,2.3371826607811417
176,2024-03-19 06:08:35.132,6876.341329646234,-0.10754132551977598,2.199990351636907
177,2024-03-19 06:10:41.014,6876.970364832606,-0.08039361430477089,2.0625666629065247
178,2024-03-19 06:12:47.372,6877.475771276527,-0.05691452918233589,1.9243589241820396
179,2024-03-19 06:14:54.995,6877.828653123546,-0.03552782102424048,1.7846020236239126
180,2024-03-19 06:17:03.272,6878.002403448441,-0.015309624162441384,1.6440396904363903
181,2024-03-19 06:19:09.708,6877.985082668848,0.004207704381807917,1.50546425798631
182,2024-03-19 06:21:14.090,6877.78509123767,0.023755190849102027,1.3691632914711684
183,2024-03-19 06:23:18.303,6877.414383374559,0.04440249294337239,1.2331252109963229
184,2024-03-19 06:25:25.461,6876.8784403336995,0.06771048740896929,1.0940137126330243
185,2024-03-19 06:27:33.234,6876.2102845682175,0.09479575750071416,0.9544858357061876
186,2024-03-19 06:29:39.275,6875.459567487763,0.12735829552167682,0.8172585835627126
187,2024-03-19 06:31:43.855,6874.66639180744,0.16902609097420399,0.682290788079625
188,2024-03-19 06:33:48.818,6873.858793794972,0.2275520483233457,0.5480988855325726
189,2024-03-19 06:35:54.738,6873.071237718468,0.31982135714294935,0.4152866220957395
190,2024-03-19 06:37:59.818,6872.349702147262,0.487941043010807,0.289091489452567
191,2024-03-19 06:40:03.351,6871.7250659132615,0.864985726967721,0.18214751370644688
192,2024-03-19 06:42:07.328,6871.207527659946,-1.4317752501642476,0.14134277343873794
193,2024-03-19 06:44:14.018,6870.805344491701,-0.7160821639620487,0.212575180659566
194,2024-03-19 06:46:22.173,6870.532482996713,-0.4254822887917306,0.332423470654249
195,2024-03-19 06:48:26.707,6870.390122512717,-0.2929619658051878,0.46081640673089974
196,2024-03-19 06:50:28.669,6870.354351646153,-0.21703867413513123,0.5905641677987747
197,2024-03-19 06:52:32.352,6870.403724513611,-0.16538148305514797,0.723993248377873
198,2024-03-19 06:54:39.384,6870.520233841544,-0.12648283959191048,0.8620686431422072
199,2024-03-19 06:56:49.192,6870.679947920862,-0.09527812216401514,1.0037903636141754
200,2024-03-19 06:58:53.146,6870.843511359349,-0.07037090303321489,1.1394829258484123
201,2024-03-19 07:00:56.093,6870.992229692756,-0.04858151005950111,1.2742931586650779
202,2024-03-19 07:03:01.156,6871.109883561487,-0.028192132262560784,1.4115580292474126
203,2024-03-19 07:05:11.533,6871.181810887059,-0.00786737488606921,1.5547259170074723
204,2024-03-19 07:07:21.603,6871.195060893698,0.012315266269165348,1.6975631329894376
205,2024-03-19 07:09:26.105,6871.154677473502,0.03232751715659765,1.8342297300259787
206,2024-03-19 07:11:28.914,6871.073435197763,0.053573330463448504,1.9689221145943634
207,2024-03-19 07:13:34.581,6870.964828688729,0.07798170062698381,2.1065462090941316
208,2024-03-19 07:15:44.330,6870.850305708236,0.10779246125277313,2.2482931099662764
209,2024-03-19 07:17:54.487,6870.762254475965,0.14545325235734424,2.3899138977138685
210,2024-03-19 07:19:58.355,6870.731136641238,0.19368611576247804,2.5237827285605547
211,2024-03-19 07:22:01.268,6870.775587146955,0.2636129188424403,2.655007804976133
212,2024-03-19 07:24:06.796,6870.919360693751,0.38244411698455794,2.7855168049220205
213,2024-03-19 07:26:14.656,6871.183355794499,0.6294903702923759,2.90862512115568
214,2024-03-19 07:28:20.089,6871.564362703936,1.2332280512483584,2.9937447556115195
215,2024-03-19 07:30:22.792,6872.051756332399,-1.013182589384547,2.976530294011873
216,2024-03-19 07:32:26.310,6872.646342215442,-0.55388717633541,2.8775718253339826
217,2024-03-19 07:34:32.553,6873.342637803085,-0.3564725533361663,2.7523760912777733
218,2024-03-19 07:36:40.646,6874.112567130809,-0.25244266564068507,2.6180372544115196
219,2024-03-19 07:38:46.774,6874.898566377886,-0.18901606455840889,2.4829226037293295
220,2024-03-19 07:40:51.400,6875.664421516955,-0.1450816012287939,2.3480796460746323
221,2024-03-19 07:42:56.997,6876.385877766908,-0.11129219712517023,2.211444191746401
222,2024-03-19 07:45:04.443,6877.026835464073,-0.08342914081618027,2.0723449114628565
223,2024-03-19 07:47:12.219,6877.5410357592245,-0.05948820455041828,1.9326027130244037
224,2024-03-19 07:49:19.289,6877.894934974254,-0.03808608402303044,1.7934636721194666
225,2024-03-19 07:51:26.155,6878.070120338432,-0.018033396774245425,1.6544554529777797
226,2024-03-19 07:53:32.839,6878.055872302023,0.001525628650954006,1.5156111647083044
227,2024-03-19 07:55:39.823,6877.851174187248,0.021437284265782355,1.376458878528708
228,2024-03-19 07:57:46.141,6877.468728649131,0.04236421525389178,1.2381126691208661
229,2024-03-19 07:59:53.422,6876.923728069448,0.06559482421284489,1.098861790172801
230,2024-03-19 08:02:01.362,6876.244148850826,0.09255770234745336,0.9591403169138496
231,2024-03-19 08:04:07.413,6875.480893458573,0.12487363159928616,0.8218856251936282
232,2024-03-19 08:06:11.227,6874.678506160211,0.16583162207523908,0.6877152235066917
233,2024-03-19 08:08:15.053,6873.862705019128,0.2228255882679122,0.5546706898949101
234,2024-03-19 08:10:20.922,6873.058928938259,0.31274595051776055,0.4217425712159912
235,2024-03-19 08:12:27.932,6872.310701837946,0.47863882799946433,0.2932274792655932
236,2024-03-19 08:14:33.023,6871.665706078845,0.8510272601359055,0.18407247474071037
237,2024-03-19 08:16:36.454,6871.140292415442,-1.4584791520327902,0.14085682516565262
238,2024-03-19 08:18:40.825,6870.7353315190485,-0.7370418547658427,0.2079650741781685
239,2024-03-19 08:20:47.414,6870.455263099256,-0.4372503212375504,0.3252788796150591
240,2024-03-19 08:22:53.704,6870.3030212305475,-0.29841672334004427,0.45515164440232364
241,2024-03-19 08:24:57.759,6870.2634502007195,-0.21989473886365066,0.5870342491361067
242,2024-03-19 08:27:01.992,6870.313277180628,-0.1675625127629194,0.7210289490264711
243,2024-03-19 08:29:09.184,6870.432070134223,-0.12839304218510614,0.8592659023201616
244,2024-03-19 08:31:18.172,6870.593921738881,-0.09723811602559326,1.0000852322499585
245,2024-03-19 08:33:25.767,6870.766124707594,-0.07154809997991377,1.13976482849313
246,2024-03-19 08:35:30.295,6870.920507101804,-0.049498205911729216,1.2763134537257266
247,2024-03-19 08:37:37.119,6871.043003483819,-0.02885072446371543,1.4155162479901855
248,2024-03-19 08:39:46.740,6871.116985747024,-0.008657987830313808,1.5578589891636119
249,2024-03-19 08:41:53.509,6871.1325538783885,0.011012029170248303,1.697073771587571
250,2024-03-19 08:43:56.876,6871.095934818297,0.030830738161616435,1.8324985055475618
251,2024-03-19 08:46:01.093,6871.018066811232,0.05230465628873666,1.9687382791035788
252,2024-03-19 08:48:09.861,6870.9130764031215,0.07735431100183587,2.109756815667107
253,2024-03-19 08:50:20.720,6870.807191627165,0.10758009023452472,2.2527073479200683
254,2024-03-19 08:52:27.708,6870.733217550767,0.14449376817495574,2.390868456261969
255,2024-03-19 08:54:29.834,6870.7145577938245,0.19203240219770992,2.5228574162618242
256,2024-03-19 08:56:33.252,6870.771402401379,0.2620946330500232,2.6546340379682793
257,2024-03-19 08:58:45.311,6870.93856579664,0.3891447470313833,2.791781480477014
258,2024-03-19 09:00:54.890,6871.224990981719,0.6517441455356271,2.9155417400875057
259,2024-03-19 09:03:00.450,6871.624554229302,1.2900733992101558,2.996384624082731
260,2024-03-19 09:05:02.961,6872.127650493797,-0.9708264869735828,2.9718048857747363
261,2024-03-19 09:07:08.953,6872.7504425012785,-0.5325259881929014,2.867879117272637
262,2024-03-19 09:09:18.042,6873.478244489194,-0.34402698646073093,2.7388196469992243
263,2024-03-19 09:11:23.691,6874.244852361089,-0.2471679655512602,2.606663394400649
264,2024-03-19 09:13:26.473,6875.016121638978,-0.18722920366107654,2.475006652544614
265,2024-03-19 09:15:31.061,6875.784487018494,-0.1440946171397164,2.340152187993664
266,2024-03-19 09:17:40.451,6876.526668490748,-0.10987170756953601,2.199351398237688
267,2024-03-19 09:19:50.286,6877.1729228804925,-0.08196860930326051,2.057613406349105
268,2024-03-19 09:21:55.548,6877.667035173875,-0.05878901472588578,1.92060508580075
269,2024-03-19 09:23:59.904,6878.003524887262,-0.03797910282904777,1.7844315906075594
270,2024-03-19 09:26:06.968,6878.168530490327,-0.01795273476378909,1.645205561933592
271,2024-03-19 09:28:15.979,6878.140734231999,0.0019604507188680704,1.5038157273754336
272,2024-03-19 09:30:21.964,6877.924506256872,0.021771500522404848,1.365765859152913
273,2024-03-19 09:32:27.588,6877.534272910235,0.04269989603977548,1.2281927766103446
274,2024-03-19 09:34:34.527,6876.984038475053,0.0660617329211954,1.0893342102795658
275,2024-03-19 09:36:42.290,6876.301857384811,0.09329639768909942,0.9498337678839548
276,2024-03-19 09:38:47.373,6875.5443841208225,0.125824024352539,0.8136700377243731
277,2024-03-19 09:40:50.406,6874.750401697414,0.16720506571359495,0.680398973364015
278,2024-03-19 09:42:54.821,6873.937377993655,0.22572262323388434,0.5468168851363204
279,2024-03-19 09:45:02.776,6873.13077156149,0.3203772488596502,0.41192780716522986
280,2024-03-19 09:47:10.523,6872.391939070938,0.4967930600123022,0.2834079549454349
281,2024-03-19 09:49:13.910,6871.769403596531,0.8900322153820406,0.17813349047797608
282,2024-03-19 09:51:15.861,6871.261391135784,-1.4054509226379142,0.1419565775851825
283,2024-03-19 09:53:20.245,6870.8647671395465,-0.7135952389689493,0.21372482400162382
284,2024-03-19 09:55:30.412,6870.584516630783,-0.42296465587382776,0.33583305158879007
285,2024-03-19 09:57:37.563,6870.437519691082,-0.2907173217570569,0.46715498866281185
286,2024-03-19 09:59:41.110,6870.400233041762,-0.21571217771278142,0.5987267883241834
287,2024-03-19 10:01:45.838,6870.447365311238,-0.16479660717784145,0.7333688399204907
288,2024-03-19 10:03:52.864,6870.557249962243,-0.12662268346678984,0.8714902698611574
289,2024-03-19 10:05:59.687,6870.701400841104,-0.09649997599128353,1.0099798307090364
290,2024-03-19 10:08:07.881,6870.854147537897,-0.07097943775212247,1.1503339650449333
291,2024-03-19 10:10:15.126,6870.987766591335,-0.04865389678476385,1.2898749562054515
292,2024-03-19 10:12:25.394,6871.0848508604995,-0.027593381015955792,1.432867526713182
293,2024-03-19 10:14:31.758,6871.126897058874,-0.007961541086516892,1.5716370631996166
294,2024-03-19 10:16:33.750,6871.114013708501,0.010986533702627395,1.705603737161541
295,2024-03-19 10:18:36.822,6871.052021742879,0.030819625348365187,1.840702052120027
296,2024-03-19 10:20:44.471,6870.949178820313,0.05303991093273244,1.9806958839772482
297,2024-03-19 10:23:00.533,6870.819652992326,0.07995305858691518,2.129671321260286
298,2024-03-19 10:25:07.691,6870.706060048783,0.11007302322910385,2.268526457026205
299,2024-03-19 10:27:04.003,6870.631387812288,0.1444908078020064,2.3950320981772832
300,2024-03-19 10:29:04.654,6870.606023135381,0.19182851264266243,2.525404515066232
301,2024-03-19 10:31:15.697,6870.663461654584,0.2679764691645166,2.66520093904433
302,2024-03-19 10:33:28.865,6870.835644231783,0.4028754753364446,2.8029985187481983
303,2024-03-19 10:35:34.774,6871.118785054583,0.6739103240533477,2.9219578034166576
304,2024-03-19 10:37:38.460,6871.516784422559,1.3303051677933637,2.9979465294910126
305,2024-03-19 10:39:43.172,6872.035860816165,-0.9310879023277402,2.966824165931712
306,2024-03-19 10:41:53.898,6872.694338377323,-0.5083048150998299,2.855936129028069
307,2024-03-19 10:44:00.119,6873.419170045286,-0.3357253383780121,2.7288274311573097
308,2024-03-19 10:46:01.564,6874.171301455204,-0.24515206648122187,2.600863673474689
309,2024-03-19 10:48:04.625,6874.955571530658,-0.18613573306807432,2.468825557451352
310,2024-03-19 10:50:12.854,6875.757803768313,-0.14253154171961688,2.329969189882745
311,2024-03-19 10:52:22.847,6876.5124435153775,-0.10875775496036155,2.18846652759628
312,2024-03-19 10:54:24.705,6877.127678983647,-0.0827986753359783,2.0554168946934226
313,2024-03-19 10:56:27.755,6877.6246279644965,-0.06005547085325605,1.9208230760733327
314,2024-03-19 10:58:31.614,6877.971338442638,-0.03932780856789395,1.7851914002021316
315,2024-03-19 11:00:42.340,6878.148848943332,-0.01873441896607167,1.6419498031574642
316,2024-03-19 11:02:47.657,6878.126748704369,0.000602126926687375,1.5046063596579908
317,2024-03-19 11:04:48.182,6877.928317860281,0.019528237824551275,1.3725363099384993
318,2024-03-19 11:06:52.895,6877.551061918818,0.04021597750841395,1.235954152905569
319,2024-03-19 11:09:04.226,6876.987700623339,0.06427335457198538,1.0922815436986573
320,2024-03-19 11:11:14.789,6876.291569772012,0.09205616173594397,0.9497194442391765
